Product Name,Product Type,Quantity,Cost of Goods Sold,Net Sales,Gross Profit
东明大桥 南杏 170g,snacks,37.00,85.10,87.25,2.15
嘉兴 中国特产鸡骨草 100g,snacks,56.00,56.00,58.13,2.13
宠物清便铲 多色混发,life,2.00,1.08,3.21,2.13
拉美拉 面霜瓶 旅行收纳空瓶 2个装,beauty,3.00,0.75,2.88,2.13
日本制 抗菌百洁绵 5pcs,life,7.00,11.06,13.18,2.12
韩国 SNP 动物卡通老虎消除黑眼圈眼袋浮肿缓解疲劳干涩蒸汽眼罩 5pcs,beauty,5.00,52.20,54.32,2.12
雅琳娜 立体洁净耀白牙刷 #307,life,4.00,1.84,3.96,2.12
BABY SAFETY 儿童安全锁 双开门用,maternal,7.00,11.48,13.59,2.11
J650防水浴帽,life,1.00,1.18,3.29,2.11
资生堂 SUPER MILD 绿野芳香保湿洗护系列 旅行套装 洗发水+护发素 50ml*2,beauty,1.00,5.25,7.35,2.10
新疆葡萄干(小) 80g,Snacks,7.00,7.00,9.10,2.10
剁椒青菜  440g,Snacks,2.00,7.00,9.10,2.10
日本制 日式托盘 木纹,life,9.00,17.01,19.10,2.09
韩国 捷俊 绿蔬蜂蜜补水保湿修护抗氧化面膜 5pcs,beauty,1.00,6.00,8.09,2.09
百力滋 经典饼干棒 内含9小袋分享装,snacks,123.00,393.60,395.68,2.08
【韩国制】Okazaki 厨房用橘子油泡沫清洁剂 300ml,life,2.00,3.86,5.94,2.08
淳于府辣白菜 100g,Snacks,9.00,6.75,8.82,2.07
丽娜梳子 精品竹梳 上等竹制,life,1.00,1.22,3.29,2.07
淳于府切件泡菜 100g,Snacks,9.00,6.75,8.82,2.07
国货精选 带柄调味碟 长方形／圆形可选,life,5.00,1.25,3.31,2.06
一次性圆碗 无盖 外卖打包汤碗 600ml 20个装,life,1.00,2.94,4.99,2.05
LEC 凯蒂猫 超润肤湿纸巾立体造型盒装 80pcs,maternal,1.00,7.85,9.89,2.04
晨光 米菲修正液 12ml,life,2.00,1.36,3.38,2.04
创生 400枚自粘便条贴 便签条 1.9x7.6cm,life,3.00,0.93,2.96,2.03
91#杨枝牙签,Default,3.00,1.26,3.27,2.01
晨光 彩色工字钉 100只/罐,life,1.00,1.28,3.29,2.01
BAiLE 糖果系少女风自动铅笔 0.5mm,life,3.00,0.96,2.97,2.01
纤维板钉 4x25mm,life,3.00,1.26,3.27,2.01
小久保工业 多角度浴池清洁海绵刷,life,4.00,8.12,10.12,2.00
瑞康1516麦纤维口杯 水杯 8x10cm,life,2.00,1.38,3.38,2.00
韩国 伊蒂之屋 冰淇淋甜蜜染唇液 RD306 暖茶红,beauty,1.00,4.50,6.49,1.99
LION Systema Compact Toothbrush 1pc,beauty,1.00,3.00,4.99,1.99
伊蒂之屋 小章鱼洁面刷 1件装,beauty,1.00,5.00,6.99,1.99
韩国 伊蒂之屋 冰淇淋甜蜜染唇液 RD308 复古红,beauty,1.00,4.50,6.49,1.99
0301#绒布小挥春-多款可选,life,2.00,0.00,1.98,1.98
8814#饭勺 饭瓢,life,2.00,1.00,2.98,1.98
高原彩骨汤火锅底料 150G,Snacks,3.00,6.60,8.58,1.98
二拉链荔枝纹零钱包 黑色,life,1.00,1.01,2.99,1.98
和光堂 宝宝速食营养拌饭肉泥 12个月+ 80g 婴儿辅食,maternal,2.00,6.00,7.98,1.98
Quality 1st All in One Sheet Mask 皇后的秘密 多效合一莹润焕白EX 5片 升级版便携款,beauty,2.00,7.50,9.48,1.98
2入海绵刷,life,2.00,1.00,2.98,1.98
5104#10入P子夹,life,1.00,1.32,3.29,1.97
多色兔子压夹 2入,life,1.00,0.82,2.79,1.97
16寸印花纸灯笼,life,2.00,2.04,4.00,1.96
日本 狮王 健齿海草精华牙膏 120g,beauty,2.00,9.00,10.96,1.96
Goldfish 创意手机指环扣支架 1枚入,appliances,1.00,2.45,4.41,1.96
4双装鞋垫,life,1.00,0.83,2.79,1.96
招财猫 利是封 红包 混款 6个装 2013031,life,2.00,0.00,1.96,1.96
东明大桥 北杏 170g,snacks,35.00,80.50,82.45,1.95
红财神 发彩玲,life,1.00,1.04,2.99,1.95
山田化学 便携式七彩药盒 7盒装,life,3.00,5.55,7.48,1.93
商务证件卡套挂绳,life,1.00,0.86,2.79,1.93
日本制 男士用止汗垫 8pcs,life,2.00,3.66,5.58,1.92
良呈美陕西油泼辣子面裤袋面 260g,Snacks,3.00,7.50,9.42,1.92
矽胶排水口 过滤网,life,1.00,1.38,3.29,1.91
T2042#双头不锈钢暗疮针,beauty,1.00,0.89,2.79,1.90
ECLIPSE PRO 1转6电源插座拓展口,appliances,2.00,3.08,4.98,1.90
通用转盘锁 密码锁,life,1.00,1.69,3.59,1.90
SHO-BI 情人节限定 爱心海绵粉扑,beauty,1.00,8.40,10.29,1.89
快乐沐浴保湿身体乳 450ml,beauty,2.00,22.80,24.67,1.87
日本 BISON 脂肪分解美肌 爆汗汤 月亮香氛,beauty,2.00,5.82,7.69,1.87
维达V0068#10包装纸巾,life,1.00,1.43,3.29,1.86
Nouopin 衣物防蛀剂 100g,life,3.00,4.92,6.78,1.86
VENUS LAB 海泥美肌脱毛膏 不刺激温和,beauty,1.00,28.11,29.97,1.86
11x3cm冲孔地漏,life,1.00,1.13,2.99,1.86
得力 学生剪刀 安全圆角刀头设计,life,1.00,1.10,2.96,1.86
橘朵 流光溢彩橡皮泥单色眼影膏 G501橘棕红珠光色,beauty,1.00,7.14,8.99,1.85
日式精选 双格酱料碟,life,3.00,0.93,2.78,1.85
斜口不锈钢拔毛器,life,1.00,0.94,2.79,1.85
三零 双孔笔刨 卷笔刀,life,4.00,0.92,2.76,1.84
京京毛巾 童巾25x50cm 多色混发,life,1.00,1.16,2.99,1.83
小岩井 纯水复合果汁饮料 430ml,snacks,83.00,156.73,158.56,1.83
25mm 金色两脚钉 (50入),life,2.00,1.38,3.21,1.83
日本制 冰箱保鲜盒 小号NO.548 3pcs,life,5.00,10.05,11.86,1.81
韩国 春雨 果蔬能量保湿补水提拉紧致肌肤蔬菜水果面膜 10pcs 紫色,beauty,1.00,14.18,15.99,1.81
清汀冰淇淋味苏打气泡水 450ML,Snacks,4.00,6.00,7.80,1.80
日本制 中号茶道网 7.5-8.5cm,life,2.00,3.78,5.58,1.80
小梅屋 金苏梅 150g,Snacks,2.00,6.00,7.80,1.80
DIY面膜碗 2件套,beauty,1.00,0.99,2.79,1.80
M1059#眼部按摩器 多色混发,life,1.00,1.20,2.99,1.79
2.5寸刮刀,life,1.00,1.21,2.99,1.78
A5线圈本40页 多色随机混发,life,2.00,1.08,2.85,1.77
贵爱娘 (大码)中草药夜用卫生巾 33cm*12pc 无荧光剂,beauty,16.00,97.00,98.77,1.77
东明大桥 淮山 170g,snacks,33.00,99.00,100.77,1.77
化妆耙型小剃刀组合  2支装,beauty,1.00,1.03,2.79,1.76
麒麟 直火咖啡 熏制无糖黑咖啡 400ml,snacks,22.00,47.22,48.98,1.76
2B童星铅芯0.5mm,life,5.00,0.50,2.25,1.75
邬辣妈手撕素肉卷劲麻味 100g,Snacks,7.00,11.20,12.95,1.75
橘朵 柔光幻彩单色眼影 G217粉色迷情珠光色,beauty,1.00,6.66,8.40,1.74
建明 茶隔网,life,3.00,1.53,3.27,1.74
晨光 Yokis优客 蓝色圆珠笔 0.7mm,life,2.00,0.84,2.58,1.74
日本制 泡茶茶隔 内径5.5 x 4cm,life,5.00,8.15,9.87,1.72
味觉糖 特浓8.2抹茶牛奶硬糖 80g,snacks,8.00,20.32,22.03,1.71
107#9寸10对装中华筷 象牙白,life,1.00,1.30,2.99,1.69
银丝达火锅宽粉  300g,Snacks,2.00,5.60,7.28,1.68
爽口开味菜 103g,Snacks,8.00,5.60,7.28,1.68
8008削皮刀 混色随机发货,life,1.00,1.11,2.79,1.68
0121电线标识带,life,1.00,1.32,2.99,1.67
304不锈钢裱花套装 8件套,life,2.00,2.26,3.92,1.66
博宝强力胶水 38ml,life,3.00,0.57,2.21,1.64
小久保工业 光泽面魔力清洁棉,life,5.00,9.15,10.78,1.63
嘿人部落红油面皮 168G,Snacks,3.00,5.40,7.02,1.62
XA570-044#A5-70页线圈本 多款随机发货,life,1.00,0.91,2.53,1.62
动物系列零钱包,life,1.00,0.57,2.19,1.62
3倍/5倍 化妆放大镜,life,1.00,0.58,2.19,1.61
Miffy 米菲活动铅笔 0.5mm,life,1.00,0.38,1.99,1.61
元气森林小米可乐 350ml,Snacks,4.00,6.00,7.60,1.60
益飞牌 骰盅 (直筒+5色子),life,1.00,0.59,2.19,1.60
韩国 魔法森林 迷你水蜜桃润唇霜 7g,beauty,21.00,105.00,106.59,1.59
招财进宝牛元宝,life,1.00,0.00,1.59,1.59
1009#中聚宝生肖门贴,life,1.00,0.91,2.49,1.58
艺彩 学生多功能绘画尺 2片装,life,1.00,0.61,2.19,1.58
1014#中献宝生肖门贴,life,1.00,0.91,2.49,1.58
日清 可可麦脆批披萨饼干,snacks,4.00,12.00,13.58,1.58
龙角散 蜂蜜柠檬无糖润喉含片 10.4g,life,1.00,4.03,5.59,1.56
Cocochi AG抗糖两部曲面膜 金色修复版 5片装,beauty,24.00,561.20,562.76,1.56
现代美易水性擦白板笔，儿童涂鸦笔,life,3.00,0.81,2.37,1.56
海天 招牌拌饭酱 香辣香菇味 300g 下饭酱拌面香菇酱爆香辣酱 1瓶,snacks,6.00,18.00,19.55,1.55
88032圆规套装,life,1.00,0.84,2.37,1.53
日本制 书本收纳架,life,3.00,5.64,7.17,1.53
CHOOSY 水凝胶唇膜贴 去唇纹滋润双唇,beauty,8.00,14.40,15.92,1.52
日本制 硅胶杯盖 红色/蓝色/黄色,life,6.00,9.90,11.42,1.52
YB082维他修复洗脸扑2入,beauty,1.00,0.68,2.19,1.51
雅思文具 高级树脂HB 0.5铅芯 60mm,life,2.00,0.68,2.18,1.50
布尔本 婴幼儿高钙磨牙动物造型饼干 55g,snacks,37.00,62.90,64.40,1.50
美迪惠尔 薰衣草芳香温暖腰贴 2pcs,beauty,1.00,3.99,5.49,1.50
立体 金牛 利是封 红包 混款 6个装 2013033,life,2.00,0.86,2.36,1.50
韩国 Two Rain小猴子条纹袜子,life,1.00,1.69,3.19,1.50
Pocky 草莓味巧克力棒,snacks,10.00,25.40,26.90,1.50
月月红老坛酸菜小火锅 (自热型) 415g,Snacks,1.00,5.00,6.50,1.50
月月红酸萝卜老鸭汤小火锅 (自热型) 415g,Snacks,1.00,5.00,6.50,1.50
BN 柔软刷毛洗脸刷 1个,beauty,11.00,92.40,93.89,1.49
LuLuLun 灰姑娘急救焕颜修护光泽弹润面膜 1片,beauty,1.00,3.00,4.49,1.49
伊蒂之屋 果香柔润护唇膏 2色可选 3.5g,beauty,1.00,4.80,6.29,1.49
韩国 茉贝丽思 婚纱面膜二代 5pcs,beauty,9.00,135.00,136.49,1.49
韩国倍润 保湿舒缓凝胶系列 300g,beauty,1.00,5.50,6.98,1.48
味觉糖 特浓8.2牛奶糖 原味 40g,snacks,3.00,4.50,5.97,1.47
比那氏 蜂胶漱口水 劲凉薄荷味黑色限量版 600ml+100ml,beauty,3.00,46.50,47.97,1.47
不锈钢沥油食物夹 网捞夹,life,1.00,0.72,2.19,1.47
日本制玉汤吞 瓷质山茶花茶杯,life,2.00,3.84,5.31,1.47
齐云山 青梅糕 168G,snacks,3.00,6.90,8.37,1.47
清清美 创意笔筒架 办公室桌面收纳,life,1.00,0.72,2.19,1.47
单孔打孔枪钳  孔径6mm,life,1.00,0.73,2.19,1.46
日本Calbee卡乐比低盐薯条 113G,snacks,1.00,2.92,4.38,1.46
Pocky 史上最细巧克力饼干棒 50根,snacks,5.00,8.45,9.90,1.45
日本制 LEAF漏斗 带吸盘绿色,life,6.00,10.08,11.53,1.45
日丽创意家居 叉勺筷套装 多色可选,life,1.00,0.75,2.19,1.44
山田化学 冰箱保鲜盒 深盒 黑色/白色,life,6.00,13.14,14.57,1.43
领结系列零钱包,life,1.00,0.57,2.00,1.43
11cm宽边冲孔地漏,life,1.00,0.58,1.99,1.41
日本 狮王 超级细毛 小头软毛牙刷 #E33 1pc,beauty,1.00,3.60,4.99,1.39
小久保 心型海绵泡沫洗颜网布 1pcs,beauty,2.00,3.30,4.69,1.39
素牛肉丸 85g,Snacks,6.00,4.50,5.88,1.38
曼罗金朵花4.5寸味碟,life,2.00,0.60,1.98,1.38
Fuxing 两层A4文件袋 多色混发,life,2.00,0.70,2.08,1.38
抹茶曲奇牛轧酥,snacks,2.00,7.60,8.98,1.38
天卓 好笔活动铅笔 2.0mm,life,3.00,0.57,1.94,1.37
益智写字本,life,1.00,0.63,1.99,1.36
SuperMax 女士剃刀 4入,beauty,1.00,0.83,2.19,1.36
Nobel 超级马里奥汽水QQ软糖 45g,snacks,27.00,46.68,48.03,1.35
Jellycat 胖胖小恐龙柔软毛绒玩具 32cm,maternal,5.00,118.26,119.60,1.34
KAKA 圆形线扣,life,2.00,0.84,2.18,1.34
日本制 保鲜盒 380ml 两件装 蓝色 150mm*100mm*45mm,life,3.00,5.34,6.68,1.34
肚里诱惑黑糖红豆沙 330ML,Snacks,3.00,5.70,7.04,1.34
日本制长汤吞 瓷质淡雪梅割茶杯,life,4.00,7.56,8.90,1.34
8098锅刷,life,1.00,0.69,1.99,1.30
CLD0261#14cm不锈钢低蒸架,life,1.00,0.60,1.89,1.29
川味王麻辣小面调料 100g,Snacks,4.00,4.80,6.09,1.29
8082清洁刷,life,1.00,0.70,1.99,1.29
KAKA 铁钉系列,life,2.00,0.81,2.09,1.28
味觉糖 特浓8.2北海道产牛奶糖 105g,snacks,11.00,32.11,33.39,1.28
北冰洋汽水 北京老字号 330mlx6,snacks,1.00,6.00,7.28,1.28
日式精选 手绘釉下彩陶瓷二针勺 水墨年华,life,7.00,1.33,2.60,1.27
Pigeon Baby Teeth Care 贝亲木糖醇防蛀健齿糖,snacks,2.00,6.80,8.07,1.27
日本制美净荣 浴室厨房水池清洁漂白剂 600ml,life,6.00,10.86,12.13,1.27
黛珂 紫苏精华水面膜 改善粗糙暗沉,beauty,2.00,10.74,11.98,1.26
Deli 得力订书钉 1000枚 24/6,life,2.00,0.52,1.78,1.26
米美糀 大米发酵氨基酸无硅洗发水 500ml,beauty,4.00,40.00,41.26,1.26
宽边网漏5.5x1.5cm,life,2.00,0.72,1.98,1.26
肴 严选鳗鱼干/鳐鱼软骨,snacks,4.00,16.96,18.21,1.25
日本制 3入不锈钢量勺 套装,life,4.00,6.44,7.69,1.25
Marutai 九州名店拉面 长崎四海楼监修 118g,snacks,35.00,105.00,106.24,1.24
芬龄 优质纤维毛 眉睫刷 / 眼影刷,beauty,1.00,0.78,2.02,1.24
单个水滴形粉扑,beauty,1.00,0.46,1.69,1.23
工作手套 10号,life,1.00,0.47,1.69,1.22
布尔本 芝士奶油白酥条,snacks,35.00,72.00,73.21,1.21
Beauty Scissor T2034#不锈钢美容A剪,beauty,1.00,0.78,1.99,1.21
挖耳勺,life,1.00,0.50,1.69,1.19
白家陈记 大BOSS酸辣粉 重庆速食冲泡红薯方便粉丝 145g,snacks,1.00,2.30,3.49,1.19
Langzhisha儿童泳镜 多色,life,1.00,0.81,1.99,1.18
宾宾 可可 美味米果 150克 椰子味,snacks,2.00,3.80,4.98,1.18
超时 果冻色甩甩活动铅笔 0.5mm,life,2.00,0.78,1.96,1.18
OUYAD 指甲剪,life,1.00,0.51,1.69,1.18
503493#中号胶套本,life,1.00,0.51,1.69,1.18
日本制 日式瓷杯 梅花,life,2.00,3.76,4.94,1.18
朗旭5003#50ml玻璃杯,life,2.00,0.60,1.78,1.18
DIY Hardware 大扁头螺丝钉系列,life,1.00,0.52,1.69,1.17
济公胃宝 护胃养胃,snacks,7.00,7.00,8.17,1.17
名钻 3寸插销,life,1.00,0.52,1.69,1.17
HD-1088E水池网漏 11cm 多色混发,life,1.00,0.82,1.99,1.17
CXA540J-4219悦动几何本,life,1.00,0.53,1.69,1.16
W01陶瓷杯 4色,life,1.00,0.53,1.69,1.16
4.5x100码 透明打包胶带,life,1.00,0.83,1.99,1.16
田字格纸,life,1.00,0.53,1.69,1.16
乐天 宠物小精灵硬糖,snacks,21.00,94.50,95.66,1.16
蒜蓉素牛排 100g,Snacks,5.00,3.75,4.90,1.15
六叶神4.5寸欧式碗,life,1.00,0.55,1.69,1.14
PET材质 重复粘贴便利贴 30入 3“x3”  透明不掩盖,life,1.00,0.45,1.59,1.14
日本 大王 ELIS 新素肌感日用绵柔护翼20.5厘米 量少型 28pcs,beauty,4.00,19.32,20.46,1.14
三轮小太阳带叶风车-混款,life,1.00,0.56,1.69,1.13
水果叉 餐叉 单个出售,life,10.00,2.10,3.23,1.13
QM3737#萌动物水杯 三款图案混发,life,1.00,0.86,1.99,1.13
GIK 樱花提拉清洁泥膜 7入,beauty,5.00,31.50,32.63,1.13
虎牌 不锈钢真空食物焖烧杯 MCJ-A075 750毫升,life,7.00,272.79,273.91,1.12
萌系猫咪图案叉子 餐具,life,1.00,0.68,1.79,1.11
XT-8008喜通标签指示贴,life,1.00,0.58,1.69,1.11
李子柒黑芝麻核桃粉 30G,Snacks,30.00,300.00,301.10,1.10
春日井 100%果汁软糖 5连包,snacks,7.00,14.93,16.03,1.10
韩国 捷俊 抗雾霾水光美白滋养面膜三部曲 10pcs,beauty,1.00,16.00,17.09,1.09
50mm彩色回形针,life,2.00,0.90,1.98,1.08
1005镁纳米汤匙,life,2.00,0.50,1.58,1.08
时尚E方便胶套本(中),life,1.00,0.61,1.69,1.08
日本制 降温冰包,life,1.00,1.90,2.97,1.07
亚克力 高质量钢制刀片笔刨 3个装,life,1.00,0.42,1.49,1.07
博才 学生环保套尺系列,life,1.00,0.48,1.53,1.05
NIHESHI 可爱青蛙造型 夜光掏耳勺,life,1.00,0.92,1.97,1.05
下饭菜 103g,Snacks,5.00,3.50,4.55,1.05
MIDA美达笔业 自动铅笔0.5mm,life,1.00,0.45,1.49,1.04
日本制 大号茶道网 8.5-9.5cm,life,2.00,3.90,4.94,1.04
【夏季限定】Kabaya 朗姆苏打汽水糖 27g,snacks,12.00,32.96,33.99,1.03
YBC 鸡蛋薄饼 36枚,snacks,2.00,6.20,7.22,1.02
日本 牛乳石碱 无添加 NON ADDITIVE 温和保湿护发素 低敏感婴儿可用 180g 滋润型,beauty,10.00,78.00,79.01,1.01
A218缤纷眉夹,beauty,2.00,1.78,2.79,1.01
日本制 护掌护腕绷带/护踝绷带,life,6.00,9.72,10.73,1.01
春日井 水蜜桃奶昔糖 夏天的余温 76g,snacks,26.00,69.36,70.36,1.00
寿桃 非油炸 小桥米线 4包,snacks,9.00,18.27,19.27,1.00
【COSME殿堂奖】乐而雅 F透气棉柔 纤巧日用卫生巾 22.5cm 22片,beauty,1.00,6.99,7.99,1.00
美迪惠尔 清新艾草温暖子宫贴 3pcs,beauty,1.00,3.49,4.48,0.99
Pocky 治愈系特浓牛奶巧克力棒,snacks,3.00,7.62,8.61,0.99
老街口 蒜香花生 420g,snacks,1.00,3.00,3.99,0.99
鑫雅 加厚型品尝小纸杯纯白色 60ml 50只装,life,1.00,1.01,1.99,0.98
资生堂 611拍拍乐 拍水棒 补水保湿好搭档,beauty,11.00,60.43,61.39,0.96
"ABC眉夹(平,斜)",beauty,1.00,0.53,1.49,0.96
NSH 便利小物 省力开瓶器 开罐器,life,2.00,1.98,2.94,0.96
有机竹木 小木勺 6个,life,1.00,0.85,1.79,0.94
8805#汤勺 汤瓢,life,1.00,0.58,1.49,0.91
【2019日本零食大赏】湖池屋 猩猩粟米条,snacks,23.00,39.10,40.00,0.90
Aleva 婴儿无香型洗衣液,maternal,1.00,2.09,2.99,0.90
草莓冻,snacks,1.00,2.10,2.99,0.89
晨立 0.5mm超长树脂铅芯,life,2.00,0.38,1.26,0.88
福字 利是封 红包 6个装 2013025,life,1.00,0.00,0.88,0.88
日本制 绷带夹(8小4大),life,1.00,1.59,2.47,0.88
麦和 动物圆柄PP扇,life,1.00,0.47,1.34,0.87
欧姆龙 低周波脉冲便携按摩仪,appliances,11.00,735.13,735.99,0.86
日东红茶 乳酸菌速溶饮料 10条入,snacks,14.00,70.00,70.86,0.86
扇雀饴本铺 狗狗小脚丫造型软糖,snacks,32.00,44.04,44.89,0.85
三零 笔刨 8-12mm,life,2.00,0.46,1.31,0.85
FCC 强力管道通 4pcs,life,1.00,1.62,2.47,0.85
Inomata 牙线架,life,2.00,3.32,4.16,0.84
小厨师 杯面 65克,snacks,68.00,85.00,85.84,0.84
韩国 魔法森林 香蕉牛奶美白护手霜 45ml,beauty,1.00,5.00,5.84,0.84
志信达优质橡胶圈 橡皮筋,life,1.00,0.69,1.49,0.80
潮盛 精制橄榄菜 285g 面条好搭档,snacks,2.00,3.38,4.18,0.80
麒麟 直火咖啡 微糖 185ml,snacks,33.00,42.90,43.70,0.80
恰恰 香瓜子 260g/袋 多口味,snacks,1.00,2.50,3.29,0.79
龟田制果 宝宝米饼 7个月以上 53g,maternal,1.00,2.50,3.29,0.79
雀巢 Nescafe Excella 速溶咖啡 拿铁 12袋,snacks,2.00,6.00,6.78,0.78
0208#鑫雅2个装钢丝球,life,1.00,0.53,1.31,0.78
日本Calbee卡乐比咖喱薯片 55G,snacks,1.00,1.21,1.99,0.78
14号骰子,life,1.00,0.33,1.09,0.76
T2610#不锈钢耳挖(带珠),life,1.00,0.23,0.99,0.76
小青蛙 精密直尺 2入,life,1.00,0.23,0.99,0.76
溜溜梅原青梅 136g,Snacks,1.00,2.50,3.25,0.75
韩国 蒂佳婷 宛若新生 DERMASK 提拉紧致面膜 5pc 黄色,beauty,5.00,82.50,83.25,0.75
全净不粘油锅刷,life,1.00,0.55,1.29,0.74
上好佳 洋葱圈 40g,snacks,1.00,1.35,2.09,0.74
四洲 雪糕糖 55g,snacks,2.00,6.10,6.82,0.72
日本制 泡茶茶漏11cm*7cm*4.5cm,life,4.00,6.52,7.24,0.72
KAKA 33N斑玛回形针,life,1.00,0.38,1.09,0.71
NHS 青汁酵素瘦身代餐粉 香蕉味 200g,beauty,1.00,22.80,23.50,0.70
丸三 碳酸面膜 新概念炭酸维C补水抗氧化透面膜 3枚入,beauty,16.00,118.50,119.19,0.69
TONYMOLY 亲亲水果保湿唇膜,beauty,1.00,1.80,2.49,0.69
淳于府大拌菜 100g,Snacks,3.00,2.25,2.94,0.69
日本制 不锈钢制 汤勺+漏勺组合套装,life,2.00,3.28,3.94,0.66
香飘飘 MECO蜜谷果汁茶 400ml,snacks,65.00,92.81,93.47,0.66
高原彩小米辣火锅底料 150G,Snacks,1.00,2.20,2.86,0.66
博卡 Ribbon葡萄果冻饮料 295g,snacks,19.00,32.30,32.95,0.65
钢丝球强力去污百洁布,life,1.00,0.75,1.38,0.63
大容量记号笔，Marker笔,life,1.00,0.36,0.99,0.63
明珠魔芋凉皮 麻辣味 / 五香味 200G,Snacks,1.00,2.10,2.73,0.63
16入 EVA黑色圆形桌脚椅脚垫,Default,1.00,0.36,0.99,0.63
Miffy系列 2B笔芯 0.5mm,life,1.00,0.28,0.89,0.61
福字 利是封 红包 6个装 2013028,life,1.00,0.25,0.86,0.61
罗江煮花生(小) 308g,Snacks,1.00,2.00,2.60,0.60
Aleva 婴儿专用奶瓶碗碟清洁剂,maternal,1.00,2.09,2.69,0.60
黛珂 牛油果乳液面膜 柔软肌肤调节水油,beauty,1.00,6.05,6.65,0.60
亚克力 15cm三角板套尺 2个装,life,1.00,0.31,0.90,0.59
东明大桥 调味精选 孜然 150g,snacks,10.00,15.00,15.59,0.59
金麒麟 即溶姜晶 10包,snacks,54.00,146.34,146.93,0.59
23 YEARS OLD 注氧碳酸蝴蝶面膜 5pcs,beauty,1.00,13.00,13.58,0.58
贝亲 桃叶保湿防晒二合一 SPF20 25g,maternal,18.00,172.52,173.10,0.58
日本 大王 奢侈保湿 携带款面纸 4pcs,life,1.00,3.01,3.59,0.58
UCHIO 正方卷笔刀,life,1.00,0.22,0.79,0.57
HT09#梳子,life,1.00,0.33,0.89,0.56
6033 冰爽杯六件套,life,3.00,9.39,9.94,0.55
B0763不锈钢耳挖,life,1.00,0.25,0.79,0.54
Pocky 嘎嘣脆杏仁碎片巧克力棒,snacks,2.00,5.08,5.62,0.54
日本制 电磁炉除菌消毒湿纸巾 25pcs,life,4.00,6.96,7.49,0.53
Dydo 摇晃10次！果冻饮料 280g,snacks,67.00,120.60,121.13,0.53
iPhone 最新简洁透明优质保护壳 手机壳（适用Xs Max／Xs／XR／X）,appliances,20.00,24.50,25.00,0.50
YS-666亚克力量角器,life,1.00,0.20,0.69,0.49
日本制 家电除菌消毒湿纸巾 25pcs,life,3.00,5.22,5.71,0.49
TK-619#水彩盘,life,1.00,0.38,0.87,0.49
旺仔牛奶糖 原味 126G,snacks,1.00,2.30,2.79,0.49
韩国 魔法森林 熊猫之梦 眼膜 1片装,beauty,1.00,1.00,1.49,0.49
韩国 蒂佳婷 宛若新生 DERMASK 微晶亮白面膜 5pc 橙色,beauty,1.00,16.50,16.99,0.49
淳于府炒泡菜 100g,Snacks,2.00,1.50,1.96,0.46
十月初五 紫菜蛋卷仔 60g,snacks,1.00,2.83,3.29,0.46
日本 高丝 SOFTYMO 骨胶原蛋白精华保湿卸妆洁面乳 190g 蓝色,beauty,1.00,6.29,6.74,0.45
五丰行 五丰牌 通心粉 400g,snacks,18.00,30.06,30.48,0.42
朝日 Welch's 消脂野菜饮 满足1日果蔬摄取 400ml,snacks,27.00,54.00,54.42,0.42
黄洋河甜玉米 250G,Snacks,1.00,1.40,1.82,0.42
【COSME殿堂奖】乐而雅 F透气棉柔 纤巧无护翼日用卫生巾 22.5cm 26pcs,beauty,2.00,13.98,14.39,0.41
伊藤园 日本产濑户内柠檬水 消暑解渴 500ml,snacks,15.00,28.80,29.19,0.39
格力高 土豆通心薯条 36g,snacks,331.00,599.40,599.77,0.37
湖池屋 激辣魔薯 Dr.300%辛辣味薯片 54g,snacks,3.00,6.75,7.11,0.36
小久保 纪阳除虫菊 去除顽固酸素系漂白剂 3pcs,life,1.00,1.63,1.97,0.34
协和Kyowa 腋下止汗垫 10pcs,life,1.00,1.63,1.97,0.34
日本制 小号茶道网 6.5-7.5cm,life,1.00,1.89,2.22,0.33
五丰行 五丰牌 濑粉 400g,snacks,4.00,5.20,5.47,0.27
日式精选 和风6寸陶瓷菜碗,life,4.00,7.32,7.58,0.26
韩国 蒂佳婷 宛若新生 DERMASK 青春抚纹面膜 5pc 紫色,beauty,4.00,66.00,66.26,0.26
雪花秀 滋盈生人参水乳护肤套装,beauty,1.00,124.00,124.24,0.24
麒麟 午后红茶2倍茶叶奶茶 460ml,snacks,21.00,43.75,43.99,0.24
乐家 杏仁糖,snacks,6.00,26.04,26.24,0.20
大白兔 原味牛奶糖 180g,snacks,1.00,1.95,2.07,0.12
桃哈多 蜡笔小新星星粟米饼干 巧克力味 内附贴纸 25g,snacks,35.00,70.00,70.12,0.12
It's Skin 能量10酵母精华眼霜 30ml,beauty,1.00,9.80,9.91,0.11
森永 法国岩盐特浓太妃糖 92g,snacks,14.00,45.41,45.51,0.10
素仙子 多味青豆 180g,snacks,1.00,2.54,2.63,0.09
高丝 CLEAR TURN PRINCESS 公主肌保湿面膜 (亮白/水润/早安清爽) 46pcs大盒装,beauty,1.00,14.91,14.99,0.08
贝亲 宝宝呼吸舒缓贴 通气鼻贴 14枚,maternal,1.00,9.45,9.50,0.05
韩国 茉贝丽思 白衣天使纱布面膜 5pcs 白色,beauty,2.00,16.00,16.03,0.03
春日井 日式四味什锦润喉糖 110g,snacks,10.00,21.67,21.70,0.03
Nobel SOURS 可乐QQ软糖 45g,snacks,8.00,13.33,13.36,0.03
美味 越南风味牛肉粉汤 45克,snacks,6.00,9.00,9.03,0.03
